ID,item_cnt_month
397,0.9462176
398,0.09584662
399,0.27629757
400,0.54584295
401,0.31305945
402,2.3667254
403,2.634053
404,0.80374277
405,0.13859674
406,0.32453337
407,0.0842846
408,0.19673644
409,4.456563
410,0.37708786
411,1.2186106
412,0.33911815
413,0.49529088
414,0.0837464
415,3.7082894
416,1.3978393
417,4.456563
418,2.5455968
419,0.37708786
420,0.4863708
421,2.1093948
422,0.35556686
423,0.76803356
424,0.2649362
425,0.26975796
426,4.527134
427,0.70073414
428,0.9915194
429,0.29176593
430,0.845915
431,0.5981091
432,0.057450343
433,0.1403157
434,0.10145696
435,0.91140896
436,0.065950185
437,0.71808577
438,0.3314443
439,0.35808626
440,0.14799295
441,0.25556335
442,0.5419244
443,0.1443446
444,0.33090448
445,0.7046619
446,0.3439928
447,0.27617913
448,0.29619706
449,0.47651199
450,0.2369369
451,0.26231724
452,0.24000251
453,0.19340333
454,0.43084314
455,0.19375944
456,0.45560488
457,0.045890912
458,1.1033221
459,0.81308866
460,18.7945
461,0.74824816
462,0.40067255
463,0.29044476
464,0.6436619
465,0.5674015
466,0.2994721
467,0.4807854
468,0.3288181
469,0.21583185
470,0.2775474
471,0.2174078
472,0.07795992
473,0.04427546
474,0.73536307
475,0.9532958
476,0.0668707
477,0.11472296
478,0.006735026
479,0.2712581
480,0.18815674
481,0.18815674
482,0.15107033
483,0.22924513
484,0.6258253
485,0.41439834
486,0.64030117
487,0.31966537
488,0.19577333
489,2.0158925
490,0.29606602
491,0.18815674
492,0.6904504
493,0.08406929
494,0.26722896
495,0.082535155
496,0.15209235
497,4.9808235
498,3.1002624
499,0.66918457
500,4.2824945
501,0.4539174
502,0.4295706
503,0.08873919
504,0.728652
505,1.1500134
506,1.267891
507,0.119723454
508,0.49792704
509,0.27194002
510,0.2266535
511,0.14443332
512,0.15282975
513,0.36775145
514,0.08505591
515,4.9808235
516,0.16496982
517,0.436756
518,0.6601554
519,0.62668234
520,0.59204054
521,0.31015316
522,0.7820038
523,0.9443495
524,0.1565584
525,0.8769222
526,0.19614595
527,0.14938582
528,0.0407105
529,0.05466431
530,0.9319097
531,0.39206088
532,0.13229446
533,0.11194395
534,0.053354602
535,0.06962491
536,4.456563
537,0.102167
538,0.17695428
539,0.19676797
540,0.88209367
541,4.456563
542,0.14246176
543,0.17643724
544,0.12934417
545,0.07286029
546,0.2225199
547,0.1599651
548,0.18203409
549,0.10922273
550,0.12634791
551,0.44886893
552,0.6611522
553,0.19449145
554,0.06292542
555,0.32838088
556,0.16017239
557,0.27375248
558,0.053354602
559,0.2990036
560,0.14187367
561,1.0239482
562,0.13748486
563,0.0650831
564,0.018328842
565,0.115413025
566,0.15152086
567,0.13650557
568,0.36608914
569,0.16833994
570,0.3608068
571,0.417611
572,0.90581304
573,0.18263187
574,0.08083018
575,0.17205215
576,0.32794887
577,0.36775145
578,4.497902
579,0.23101884
580,0.013006346
581,0.013384042
582,0.036516566
583,0.013006346
584,0.5793031
585,0.17268817
586,0.09401189
587,1.6007272
588,4.2705197
589,0.6747272
590,1.8850996
591,0.7413186
592,3.1066673
593,0.10006403
594,0.18281959
595,0.2761876
596,0.15583314
597,0.05077075
598,0.07180121
599,0.11739776
600,0.14694759
601,0.3128987
602,0.039983373
603,0.04638089
604,0.13558428
605,0.06381193
606,0.15378098
607,0.4064754
608,0.07644852
609,0.48925048
610,0.39977077
611,0.8554649
612,0.12874259
613,0.12874259
614,0.055710487
615,0.9400869
616,1.1423011
617,0.54626244
618,0.41487816
619,0.102813356
620,0.26250616
621,4.2824945
622,1.5117104
623,0.54682815
624,0.75717777
625,0.35822415
626,0.2996519
627,0.19420317
628,0.14388871
629,0.21002705
630,0.115936905
631,0.012880791
632,0.28824794
633,0.21789141
634,0.8709107
635,0.22374533
636,0.37842426
637,0.16889562
638,0.1665647
639,0.14883317
640,0.4878607
641,0.8752171
642,0.3344895
643,0.10026647
644,0.08112131
645,0.34359798
646,0.5216104
647,0.086892515
648,0.061025348
649,0.32606927
650,0.21557091
651,0.9030753
652,0.6329987
653,0.10575284
654,0.4039947
655,0.30056188
656,0.8571444
657,0.079130575
658,0.040761888
659,0.12217161
660,0.43080097
661,0.21457377
662,0.012306597
663,0.92508495
664,0.08521996
665,0.4333096
666,0.097802304
667,0.37708786
668,0.87659246
669,0.5307699
670,0.06473337
671,0.16531461
672,0.12730695
673,0.61598545
674,0.09983727
675,0.32968467
676,0.62912005
677,0.48435062
678,0.5151915
679,0.2869515
680,0.36893559
681,0.10189726
682,0.12091652
683,0.13886225
684,0.87659246
685,0.81425244
686,0.6657711
687,0.8024167
688,0.20539999
689,0.14923649
690,0.07476912
691,0.14628933
692,0.14781019
693,0.1503406
694,0.12771346
695,0.62957287
696,0.17372414
697,0.108343035
698,0.22183347
699,0.5834048
700,1.9165028
701,0.17372414
702,1.4842523
703,1.3241612
704,0.054956194
705,0.34972352
706,0.08534225
707,0.11553005
708,0.28841567
709,2.1449366
710,0.42670718
711,0.3786744
712,0.099289
713,0.58326036
714,0.25679234
715,0.12672366
716,0.3359082
717,0.16385202
718,0.031952996
719,0.4560918
720,0.13409814
721,0.4314541
722,0.34023055
723,1.5440943
724,0.08372946
725,0.3318035
726,0.7909738
727,1.2522736
728,0.17372414
729,1.1947076
730,0.08651803
731,0.08699138
732,1.4946961
733,0.44129395
734,1.3056982
735,0.14209762
736,0.4941443
737,0.33985758
738,0.18409368
739,0.16613224
740,0.16657926
741,0.12823027
742,0.14405388
743,0.8845528
744,0.7224378
745,0.56002873
746,0.59496075
747,0.6735126
748,0.72113127
749,0.3006152
750,0.19836926
751,0.05831454
752,0.3693508
753,0.19459094
754,1.84403
755,0.54502445
756,0.060861904
757,0.24208629
758,0.04884461
759,0.25319073
760,0.747446
761,0.3506106
762,0.29286057
763,1.9560646
764,0.23499855
765,0.28554878
766,0.15726516
767,0.5521231
768,0.66599995
769,0.44355625
770,0.79638326
771,0.039370447
772,0.67828685
773,0.3041701
774,0.3302206
775,0.20267645
776,0.44189796
777,0.55719584
778,0.07370802
779,0.24411069
780,0.17372414
781,1.3679154
782,0.6775173
783,0.83326817
784,0.17372414
785,1.7643772
786,1.8604201
787,0.9063394
788,0.3967751
789,0.46354118
790,0.17372414
791,0.17372414
792,0.17372414
793,3.816581
794,0.17372414
795,0.56346846
796,0.71953267
797,1.748624
798,0.17372414
799,2.0085783
800,0.19838597
801,0.10482833
802,0.46530235
803,0.45979762
804,0.094920605
805,0.08470077
806,0.4755807
807,0.19480601
808,0.4484582
809,0.042490438
810,0.47098017
811,0.509796
812,0.41779077
813,0.16383332
814,0.06935009
815,0.33298606
816,0.2925141
817,0.36537468
818,0.45979762
819,0.17795074
820,0.3087122
821,0.114616476
822,0.23811285
823,0.37821183
824,0.14913233
825,0.13749054
826,0.19580805
827,0.37296528
828,0.070367046
829,0.18890084
830,1.1163259
831,0.14326155
832,0.061507843
833,0.4352447
834,0.6976876
835,0.18795824
836,0.28562143
837,0.55743283
838,0.47908664
839,0.06944522
840,0.056989517
841,0.16077721
842,0.100717366
843,0.18093726
844,0.48632726
845,0.11168485
846,0.08908853
847,0.27385813
848,0.16330872
849,0.15527362
850,0.14673601
851,0.1871272
852,0.48462117
853,0.18195744
854,0.31771976
855,0.42115623
856,0.47358188
857,0.6619803
858,0.36537468
859,0.37648085
860,0.15113416
861,0.17096539
862,0.45858058
863,0.3519912
864,0.4562961
865,0.7192305
866,0.5358486
867,0.18474548
868,0.79297817
869,0.13893764
870,0.4027468
871,0.17783116
872,0.13833566
873,0.4205991
874,0.53157973
875,0.82532525
876,0.28097942
877,0.13614625
878,0.32054782
879,0.46103254
880,0.13516195
881,1.008653
882,0.44816664
883,1.1389385
884,0.35667643
885,0.8014512
886,0.24489796
887,0.21266098
888,0.24784897
889,0.3160793
890,0.34715274
891,0.59135664
892,0.3542156
893,0.12350152
894,0.29592055
895,0.117480725
896,0.21065845
897,0.14002559
898,0.30325526
899,0.3892578
900,0.0708596
901,1.4969612
902,0.11295809
903,0.45108956
904,0.5970336
905,0.5394358
906,1.2819593
907,0.3842476
908,0.5645824
909,0.3251501
910,0.25538042
911,0.08013213
912,0.7617962
913,0.39094135
914,0.033262502
915,0.23596618
916,0.25433645
917,0.15185873
918,0.22748497
919,0.40962934
920,0.17962755
921,0.8670699
922,0.11591889
923,0.12259692
924,0.3458972
925,0.23771586
926,0.2661731
927,0.15430835
928,0.51242095
929,0.54784214
930,0.10927444
931,0.15726572
932,0.55727965
933,0.2736869
934,0.26522315
935,0.39178014
936,0.3174755
937,0.45793495
938,0.18764219
939,0.16776043
940,0.11067854
941,0.31825197
942,0.14745004
943,0.6500759
944,0.22052976
945,0.036141947
946,0.096577905
947,0.16962174
948,0.24670875
949,0.1800839
950,0.32237425
951,0.05164052
952,0.067325294
953,0.46530235
954,0.3181934
955,0.21512528
956,0.62101424
957,0.054582737
958,0.8723503
959,0.7554799
960,0.4564292
961,0.09403202
962,0.4527268
963,0.07105058
964,0.4607333
965,0.48922092
966,0.27857214
967,0.45839646
968,0.11496461
969,0.20307615
970,0.07883425
971,0.13839786
972,0.083682954
973,0.19192564
974,0.11501344
975,0.051862966
976,0.12180723
977,1.2493721
978,0.45475298
979,1.2048887
980,0.29589993
981,0.26625866
982,0.6324633
983,0.03416698
984,0.014767729
985,0.6287628
986,0.43774587
987,0.38904163
988,0.15118426
989,0.19004416
990,1.127351
991,0.51129323
992,0.15311839
993,2.1537945
994,0.49645606
995,0.28778103
996,0.093566984
997,0.53269225
998,0.18942796
999,0.114666745
1000,0.959545
1001,0.29160184
1002,0.8804504
1003,0.2262019
1004,0.16436148
1005,0.21287881
1006,0.08874412
1007,0.07478191
1008,0.6094431
1009,0.17348033
1010,0.09917794
1011,0.24675399
1012,0.58775043
1013,1.4154717
1014,0.647571
1015,0.4911393
1016,0.018709611
1017,0.04048246
1018,0.09042331
1019,0.6260884
1020,0.18722922
1021,0.5405491
1022,0.019320475
1023,0.11522651
1024,0.6743776
1025,0.11113314
1026,0.46097586
1027,0.4795733
1028,0.22178048
1029,0.12194941
1030,0.124820784
1031,0.96527267
1032,1.6718904
1033,0.13886225
1034,0.7562149
1035,0.13832827
1036,0.3328011
1037,1.1794746
1038,0.30686164
1039,0.41427526
1040,0.46253836
1041,0.31456357
1042,0.75331926
1043,0.12776119
1044,0.33600134
1045,0.10879213
1046,0.43784463
1047,0.32258335
1048,0.07423819
1049,0.47160795
1050,0.3941563
1051,0.43890134
1052,0.8801375
1053,0.4347684
1054,0.36490688
1055,0.34559664
1056,0.32326746
1057,0.54052883
1058,0.112840645
1059,1.6083105
1060,0.2248314
1061,0.44129395
1062,0.03125572
1063,0.21254171
1064,0.5735893
1065,0.16142035
1066,0.27096173
1067,0.39968666
1068,0.11902088
1069,0.2794874
1070,0.19361739
1071,0.04615393
1072,0.09666722
1073,0.24611297
1074,0.21273383
1075,0.23187883
1076,0.28145993
1077,3.8093007
1078,0.77751553
1079,1.7291236
1080,0.09116214
1081,0.54896194
1082,0.073070265
1083,0.35634652
1084,0.11923089
1085,0.2906643
1086,0.14224769
1087,0.674942
1088,0.65278035
1089,0.71679145
1090,2.3270235
1091,0.764985
1092,0.82338196
1093,-0.030761717
1094,0.13269532
1095,0.093527
1096,0.45271918
1097,0.25946236
1098,0.3346641
1099,0.4441538
1100,0.28904143
1101,0.20896953
1102,0.23650038
1103,0.6062437
1104,0.84022945
1105,0.1636725
1106,0.17691505
1107,0.41128036
1108,0.058036964
1109,0.68440723
1110,0.22739689
1111,0.030904543
1112,0.39564332
1113,0.13211378
1114,0.17724596
1115,0.060262978
1116,0.11175415
1117,0.015163664
1118,0.09648294
1119,0.18052982
1120,0.32811847
1121,0.16314104
1122,0.23913378
1123,0.07963938
1124,0.1877935
1125,0.114735864
1126,0.2570383
1127,0.11489856
1128,0.12051345
1129,0.11679419
1130,0.11133584
1131,0.34359798
1132,0.55734444
1133,0.08421226
1134,0.10879063
1135,0.13858917
1136,0.22033812
1137,1.0347543
1138,0.38894552
1139,0.11651131
1140,0.36636555
1141,0.11835974
1142,0.39481962
1143,0.07905411
1144,0.15508251
1145,0.3376155
1146,0.17330724
1147,0.44168243
1148,0.11632794
1149,0.19721127
1150,0.28578153
1151,0.39851856
1152,0.03289609
1153,0.19666328
1154,0.46775833
1155,0.1766028
1156,0.18463898
1157,1.9423767
1158,2.4332752
1159,0.29506385
1160,0.15532646
1161,0.30947176
1162,0.24804392
1163,0.081866615
1164,0.07607687
1165,0.44129395
1166,0.17879346
1167,0.490002
1168,0.1248683
1169,0.31075284
1170,0.52194804
1171,0.2730091
1172,0.11326133
1173,0.06220376
1174,0.04475188
1175,0.10007891
1176,0.10007891
1177,0.028826574
1178,0.16835172
1179,0.10475193
1180,0.2211741
1181,0.29779175
1182,0.19401233
1183,0.16290827
1184,0.49266127
1185,0.14051834
1186,0.11241223
1187,0.44129395
1188,0.12134289
1189,1.41539
1190,0.16885264
1191,-0.017872144
1192,0.3689856
1193,0.95995045
1194,0.81789225
1195,0.5776788
1196,0.23925261
1197,0.13862875
1198,0.14702795
1199,0.7587085
1200,0.51954603
1201,0.2142937
1202,0.01572145
1203,0.3197523
1204,0.34220204
1205,1.3049356
1206,0.17673427
1207,0.16780023
1208,0.07172989
1209,0.03501555
1210,0.19086191
1211,0.11851937
1212,1.6916184
1213,0.9209078
1214,0.25958863
1215,0.119152665
1216,0.25501332
1217,0.6242765
1218,0.27066398
1219,0.23077707
1220,0.08314046
1221,0.13572451
1222,0.11708252
1223,0.13457257
1224,0.17181581
1225,0.034088913
1226,0.116429806
1227,0.17372414
1228,0.4194984
1229,0.39419836
1230,0.34617996
1231,0.41456345
1232,0.36302432
1233,0.14822297
1234,0.19453926
1235,0.44789293
1236,0.4645287
1237,0.23516916
1238,0.17372414
1239,1.3679154
1240,0.16809794
1241,0.36660692
1242,0.2109939
1243,0.44152483
1244,0.16066656
1245,0.15232049
1246,1.0401572
1247,0.4503278
1248,0.1474324
1249,0.22236082
1250,0.18702959
1251,0.06057728
1252,0.061938155
1253,0.20141661
1254,0.24250373
1255,0.10724453
1256,0.46261203
1257,0.119944185
1258,0.07986903
1259,0.32937896
1260,0.38373095
1261,0.2154436
1262,0.12522225
1263,0.0466199
1264,1.0517687
1265,0.3701138
1266,0.14406224
1267,1.0119302
1268,0.19074015
1269,0.2503795
1270,0.43060097
1271,0.19227904
1272,0.10161971
1273,0.24586047
1274,0.44054565
1275,0.14297435
1276,0.18352473
1277,0.44054565
1278,0.9320349
1279,0.39699897
1280,0.057841357
1281,0.12953651
1282,0.2263098
1283,0.11852693
1284,0.43711293
1285,0.22337079
1286,0.07076627
1287,0.5089991
1288,0.0925406
1289,0.22111535
1290,0.12738043
1291,0.7542543
1292,0.4429141
1293,0.21968395
1294,0.64590985
1295,0.31553426
1296,0.18839788
1297,0.19810832
1298,0.89913327
1299,0.22902733
1300,0.24805194
1301,0.52867407
1302,0.28560346
1303,0.4872955
1304,0.96793365
1305,0.35002553
1306,0.10497513
1307,0.14296098
1308,0.2663872
1309,0.22998075
1310,0.062000934
1311,0.12320437
1312,0.47712287
1313,0.24314003
1314,0.37489983
1315,0.105424754
1316,0.28460333
1317,0.10841176
1318,0.60972893
1319,0.19129263
1320,0.21182907
1321,0.12744811
1322,0.45979762
1323,0.21331581
1324,0.08444083
1325,0.38674244
1326,0.025121113
1327,0.14697859
1328,0.2127599
1329,0.10625576
1330,0.052452013
1331,0.64782727
1332,0.13752744
1333,2.305356
1334,0.73773485
1335,0.65462404
1336,0.4297059
1337,0.32317942
1338,0.40060028
1339,0.17417894
1340,0.4350806
1341,0.4350806
1342,0.2109152
1343,0.07144696
1344,0.018848494
1345,0.02440417
1346,0.4350806
1347,0.1393049
1348,0.14233163
1349,0.41740257
1350,0.05215863
1351,0.11631994
1352,0.05570952
1353,0.20321444
1354,0.23284039
1355,0.9905264
1356,0.34659162
1357,0.110886626
1358,0.28616786
1359,0.42164966
1360,0.8356524
1361,0.6404419
1362,0.18376274
1363,0.16938166
1364,0.2860726
1365,0.17981122
1366,0.11883948
1367,0.1620541
1368,0.23289539
1369,0.33905983
1370,0.36537468
1371,0.047455296
1372,0.092680834
1373,0.18800317
1374,0.13956077
1375,0.23788778
1376,0.3162252
1377,0.06346976
1378,0.20781292
1379,0.2028666
1380,0.2228061
1381,0.12570111
1382,0.28597045
1383,0.38056162
1384,0.19845048
1385,0.7731222
1386,0.22803536
1387,0.11496143
1388,0.19149058
1389,0.2871069
1390,0.30894554
1391,0.056084305
1392,0.15715772
1393,0.071961984
1394,0.13007924
1395,0.17709623
1396,0.30255866
1397,0.3107095
1398,0.18348144
1399,0.16237137
1400,0.34059843
1401,0.30414534
1402,0.2447725
1403,0.9110264
1404,0.34220204
1405,0.07423063
1406,0.08060788
1407,0.0153593235
1408,0.06846798
1409,0.083380274
1410,0.14192303
1411,0.07409151
1412,0.13927275
1413,0.255035
1414,0.089188114
1415,0.03861045
1416,0.12794405
1417,0.45867842
1418,0.077149495
1419,0.20065308
1420,0.17791966
1421,0.29545546
1422,0.24990872
1423,0.16554573
1424,0.07137119
1425,0.08355688
1426,0.3326676
1427,0.19814102
1428,0.075918354
1429,0.10503934
1430,0.06919472
1431,0.109802626
1432,0.2673865
1433,0.097864375
1434,0.5393719
1435,0.107682936
1436,0.06345067
1437,0.13230385
1438,0.1225102
1439,0.10006264
1440,0.18174353
1441,0.1280959
1442,0.2197032
1443,0.14871709
1444,0.17372414
1445,0.1004963
1446,0.17372414
1447,0.37706876
1448,0.2124013
1449,0.42432642
1450,0.16634682
1451,0.5965764
1452,0.36131787
1453,0.11042013
1454,0.13846207
1455,0.1753063
1456,0.09592125
1457,0.054594446
1458,0.27664557
1459,0.82295525
1460,0.17609832
1461,0.149212
1462,0.21752846
1463,0.34222034
1464,0.12875743
1465,0.14571542
1466,0.21270405
1467,0.6359337
1468,0.31065235
1469,0.16708133
1470,0.18743233
1471,0.27476078
1472,0.21573754
1473,0.1454082
1474,0.22886379
1475,0.34110895
1476,0.16885605
1477,0.30510452
1478,0.14571466
1479,0.28039938
1480,0.18508096
1481,0.17943498
1482,0.6061025
1483,0.07415199
1484,0.035544213
1485,0.08549711
1486,0.19843055
1487,0.10477588
1488,0.09471307
1489,0.43927577
1490,0.5038167
1491,0.19029513
1492,0.2628602
1493,0.054756522
1494,0.16976558
1495,0.0578693
1496,0.0433132
1497,2.1882644
1498,0.36725575
1499,0.07846123
1500,0.09890414
1501,0.03863221
1502,0.18358773
1503,0.19615105
1504,0.096269086
1505,0.13188697
1506,0.105936274
1507,0.07277852
1508,0.1944889
1509,0.27771536
1510,0.075737655
1511,0.12702371
1512,0.10048688
1513,0.070368715
1514,0.46480387
1515,0.7322003
1516,0.080193795
1517,0.104033716
1518,0.09646274
1519,0.16193059
1520,0.12782316
1521,0.46480387
1522,0.356537
1523,0.1369653
1524,0.19384472
1525,0.36537468
1526,0.06210112
1527,0.1413798
1528,0.038209096
1529,0.18865608
1530,0.10411527
1531,0.95894885
1532,0.10372468
1533,0.14991647
1534,0.17842579
1535,0.22608681
1536,0.39942735
1537,0.06490546
1538,0.27901515
1539,0.13365197
1540,0.14699392
1541,0.14699392
1542,0.31167564
1543,0.19347258
1544,0.08582707
1545,0.013144992
1546,3.632531
1547,0.06584014
1548,0.12790978
1549,0.096922666
1550,0.12717062
1551,0.32018217
1552,0.23803581
1553,0.24339867
1554,0.4464402
1555,0.2579169
1556,0.13068059
1557,0.160546
1558,0.092428155
1559,0.020386258
1560,0.07894911
1561,0.1644218
1562,0.101547815
1563,0.31895205
1564,0.5990416
1565,0.16971727
1566,0.2983083
1567,0.11349527
1568,0.13451308
1569,0.034234785
1570,0.19236034
1571,0.2883167
1572,0.08081268
1573,0.3346641
1574,0.34241074
1575,0.210877
1576,0.31477818
1577,0.047990907
1578,0.09250592
1579,0.024035035
1580,0.009123527
1581,0.0609617
1582,0.6703469
1583,0.18179063
1584,0.2209819
1585,0.008923002
1586,0.008158059
1587,0.49355677
1588,0.014777875
1589,0.029735226
1590,0.059674006
1591,0.016868925
1592,0.16643241
1593,0.08132075
1594,0.1725034
1595,0.12270394
1596,0.06371796
1597,0.1759319
1598,0.44168243
1599,0.2529345
1600,0.07241417
1601,0.054917827
1602,0.14750963
1603,0.37824252
1604,0.7174415
1605,0.0320354
1606,0.060397066
1607,0.06447539
1608,0.57308924
1609,0.16727905
1610,0.07503615
1611,0.17372414
1612,0.15887094
1613,0.4538749
1614,0.16064322
1615,0.37367958
1616,0.010424703
1617,0.016121035
1618,0.44046372
1619,0.03752145
1620,0.023809362
1621,0.575303
1622,0.07226498
1623,0.013782699
1624,0.015223173
1625,0.06371796
1626,0.6492849
1627,0.5498989
1628,0.03226036
1629,0.350112
1630,0.06408207
1631,0.4475769
1632,0.053772256
1633,0.059652988
1634,0.15839565
1635,0.026693517
1636,0.015506685
1637,0.022741674
1638,0.09059843
1639,4.8086724
1640,0.116892
1641,0.06371796
1642,0.072483495
1643,0.06428649
1644,0.09356108
1645,0.10252277
1646,0.08009117
1647,0.32545957
1648,0.15172152
1649,0.039701194
1650,0.06506593
1651,0.095347844
1652,0.1972205
1653,0.46818906
1654,0.60259545
1655,0.3169735
1656,0.26176074
1657,0.28958344
1658,0.1495604
1659,0.20288289
1660,0.15719014
1661,0.02850366
1662,0.18118373
1663,0.16943549
1664,0.9616143
1665,0.08797931
1666,0.09748744
1667,0.1871272
1668,0.33408177
1669,0.07424383
